5678901, ETH,3.12
2878901, DOGE,6.64
1323456, RXRP,7.00
4212345, ADA,9.82
5090123, DAG,9.19
2656789, ETH,6.87
2101234, DOGE,3.16
4345678, DAG,4.53
1234567, SFM,0.16
6989012, LTC,8.87
9212345, SFM,6.92
8789012, SFM,5.88
7656789, LTC,3.85
8767890, RXRP,0.27
5821621, SFM,8.95
9878901, DAG,4.81
4090123, DASH,9.23
6789012, BTC,3.06
6789012, ADA,8.44
1545678, DOGE,7.63
5101234, RXRP,3.98
9767890, LTC,6.40
2345678, DAG,2.49
1234567, USDt,1.05
4989012, DASH,8.77
1545678, LTC,4.83
3656789, USDt,5.34
4989012, DOGE,6.61
8545678, BTC,6.95
1323456, LTC,7.38
4345678, LTC,4.36
4345678, DAG,9.17
2767890, ADA,1.80
7090123, RXRP,3.76
4101234, DAG,4.72
3234567, LTC,7.80
7678901, DOGE,6.04
4090123, DAG,1.09
5567890, BTC,5.16
6090123, ADA,2.78
6545678, USDt,1.80
4878901, DASH,1.34
4878901, ETH,7.94
2345678, ADA,1.19
5678901, ADA,1.93
3456789, RXRP,6.41
4567890, ADA,5.90
5434567, ADA,0.67
1434567, LTC,8.63
9545678, SFM,6.65
1767890, USDt,6.48
9901234, BTC,0.90
9545678, RXRP,0.54
1323456, USDt,4.74
2090123, ADA,4.71
4567890, SFM,3.23
1123456, ADA,0.06
5821621, ETH,9.22
8656789, BTC,4.30
1090123, ADA,1.72
8212345, DOGE,8.62
5567890, ETH,1.57
2234567, BTC,2.55
9656789, DAG,1.37
6101234, ADA,5.90
3878901, ADA,3.34
5101234, SFM,3.87
7101234, ADA,8.92
1090123, DASH,1.61
3234567, DAG,8.13
4090123, RXRP,2.75
7434567, BTC,9.33
5434567, SFM,3.80
6101234, RXRP,2.80
9545678, ADA,4.44
3234567, BTC,5.20
5878901, LTC,6.63
7678901, DASH,9.10
5212345, SFM,1.67
6212345, ADA,0.99
9901234, LTC,8.89
8545678, SFM,8.93
6434567, SFM,9.68
6545678, ETH,2.55
6545678, SFM,8.21
8890123, DOGE,6.59
9212345, BTC,9.70
4345678, BTC,7.40
2989012, ETH,8.05
3101234, USDt,8.34
9323456, DOGE,2.63
4212345, SFM,4.12
3090123, USDt,0.18
9890123, USDt,1.18
7656789, BTC,5.51
3101234, BTC,3.21
8890123, DAG,6.68
1545678, USDt,8.91
5101234, DASH,9.16
2123456, RXRP,5.38
2234567, SFM,9.50
5212345, ADA,4.35
7090123, USDt,6.81
6090123, DASH,4.24
5090123, ETH,5.40
5101234, RXRP,4.19
7101234, RXRP,8.35
5678901, LTC,5.83
9212345, USDt,9.38
6989012, ADA,6.68
1012345, RXRP,3.11
3878901, SFM,2.97
9012345, DASH,0.14
3989012, BTC,5.09
1234567, USDt,3.33
8890123, RXRP,6.98
4101234, SFM,2.63
9890123, ADA,4.24
2090123, SFM,8.57
5323456, USDt,3.43
8767890, RXRP,0.02
2101234, LTC,5.80
1989012, RXRP,0.01
5821621, SFM,0.75
1012345, BTC,4.57
4989012, DAG,8.54
8101234, SFM,2.24
6567890, SFM,6.93
9212345, DAG,8.58
5989012, USDt,0.86
6101234, DAG,8.96
2434567, BTC,3.92
8890123, LTC,3.30
6989012, ETH,6.23
7212345, USDt,6.14
2878901, DOGE,8.80
1234567, SFM,8.23
7212345, USDt,4.14
7212345, BTC,4.17
2545678, BTC,0.30
3345678, RXRP,6.45
2123456, DOGE,4.12
8434567, USDt,1.11
7323456, RXRP,4.39
6789012, USDt,8.42
8901234, RXRP,8.49
4767890, ETH,7.00
3989012, ETH,9.50
1323456, DOGE,4.51
8212345, RXRP,9.07
2878901, ADA,8.02
7824621, RXRP,0.45
7101234, SFM,3.03
8101234, DOGE,3.95
5567890, RXRP,5.54
8101234, USDt,7.99
6678901, DOGE,0.28
9434567, ADA,7.82
6678901, DOGE,4.65
6789012, DAG,7.90
3101234, ADA,1.95
8789012, LTC,8.60
7101234, USDt,5.39
5212345, BTC,8.38
8789012, SFM,5.12
2234567, LTC,1.37
6212345, LTC,1.66
8789012, LTC,0.83
7890123, SFM,2.00
2234567, RXRP,3.62
6678901, ADA,4.96
7545678, SFM,2.51
3989012, ADA,8.49
1767890, DASH,0.73
6567890, LTC,6.47
6212345, USDt,4.74
4323456, ADA,6.61
5323456, RXRP,4.08
6545678, LTC,6.39
5878901, RXRP,8.31
3767890, SFM,3.19
4090123, DAG,9.31
1434567, ADA,5.34
3767890, DASH,1.63
4212345, DAG,2.70
8101234, DAG,8.35
6989012, DOGE,2.07
5678901, DAG,4.69
3456789, DAG,1.11
8434567, DAG,5.52
6323456, USDt,2.33
5101234, USDt,0.09
5678901, DOGE,3.27
9212345, DASH,1.93
4323456, DOGE,9.77
8901234, SFM,3.60
4878901, DOGE,4.79
1434567, BTC,3.41
4212345, BTC,8.61
5678901, LTC,9.69
3212345, SFM,3.52
6090123, DOGE,8.19
7890123, BTC,0.94
9656789, USDt,0.73
9545678, LTC,6.88
9901234, SFM,2.66
2123456, BTC,4.38
4101234, RXRP,3.45
3656789, RXRP,4.91
3101234, DOGE,0.21
6101234, ADA,3.91
4989012, LTC,2.72
9212345, LTC,6.97
2878901, ETH,2.21
2123456, ADA,0.44
4212345, USDt,5.59
6434567, RXRP,9.06
4878901, SFM,2.22
7656789, USDt,3.28
6323456, ETH,5.15
6545678, DAG,4.07
5678901, SFM,2.64
8789012, LTC,1.63
2656789, SFM,4.98
1123456, BTC,9.70
7090123, BTC,7.05
8323456, RXRP,6.46
1123456, ADA,2.30
4090123, ADA,0.83
3345678, RXRP,4.35
5090123, DAG,9.63
2101234, DAG,5.94
9878901, DOGE,5.32
2767890, BTC,9.89
5989012, DOGE,7.08
1989012, SFM,6.37
6212345, ETH,5.51
1878901, LTC,0.42
9767890, SFM,5.25
8789012, USDt,0.23
9901234, DOGE,2.08
1434567, DAG,9.51
5989012, DOGE,9.62
6678901, ADA,5.13
4767890, BTC,9.29
2090123, BTC,0.28
5567890, ADA,3.23
7656789, LTC,6.38
5989012, DASH,5.61
8323456, DOGE,1.24
1983202, DAG,3.70
1767890, DAG,1.64
7824621, SFM,1.26
1323456, DASH,9.47
3101234, USDt,2.56
1656789, BTC,8.51
9545678, USDt,9.16
3989012, ADA,9.98
8323456, ETH,4.95
4767890, DAG,3.58
4090123, DAG,1.68
6789012, ADA,8.97
4212345, DOGE,3.92
5323456, BTC,5.83
9012345, DOGE,6.23
7890123, LTC,6.30
4101234, DASH,8.30
8656789, USDt,4.52
2545678, DOGE,3.02
7434567, ETH,1.80
3989012, ETH,4.90
5101234, ETH,0.04
4878901, RXRP,9.58
1234567, DAG,9.64
4212345, ADA,1.69
4345678, BTC,9.53
1989012, DAG,2.80
2434567, ADA,9.79
5101234, BTC,4.65
6101234, DAG,4.16
2878901, USDt,2.65
2123456, LTC,7.50
4878901, ADA,0.74
4090123, USDt,1.42
2545678, RXRP,7.82
1323456, DAG,3.41
5989012, BTC,7.27
5821621, SFM,3.88
8212345, USDt,2.09
5212345, DASH,3.07
6678901, DASH,3.00
4989012, LTC,7.03
4212345, SFM,8.79
1545678, DOGE,2.95
5101234, RXRP,9.89
4456789, BTC,2.40
6567890, DOGE,2.43
2234567, DASH,9.86
6989012, BTC,0.18
6567890, LTC,8.30
1234567, DAG,5.86
9901234, ADA,0.05
9890123, SFM,8.32
5101234, USDt,2.01
1012345, ADA,7.88
9767890, DOGE,9.64
6789012, BTC,1.26
9323456, LTC,6.75
4101234, LTC,9.90
8890123, DOGE,9.71
1878901, DOGE,2.87
3878901, ADA,9.21
8890123, DOGE,6.35
9434567, ETH,8.10
5212345, ADA,6.98
6678901, SFM,8.24
4989012, DAG,0.10
8890123, BTC,4.13
4090123, DOGE,4.53
7212345, ADA,5.18
1012345, ETH,1.30
6567890, USDt,6.41
1989012, LTC,5.36
8656789, RXRP,3.12
2878901, USDt,7.64
4345678, DASH,8.86
3101234, ADA,6.26
7656789, ETH,1.43
1012345, BTC,7.96
8890123, DAG,6.47
1983202, LTC,0.78
3212345, RXRP,2.55
7101234, DASH,0.63
1878901, ADA,2.47
6545678, DASH,0.52
9878901, BTC,4.06
2434567, ETH,2.37
3989012, LTC,1.18
7434567, USDt,7.98
7656789, LTC,4.59
6789012, BTC,1.89
4212345, DAG,1.96
7323456, USDt,7.85
3090123, RXRP,2.73
6323456, LTC,2.13
5989012, DAG,3.73
1983202, ETH,2.84
9767890, BTC,5.60
8890123, LTC,9.79
6545678, USDt,0.98
6090123, ETH,7.26
3989012, LTC,9.52
2989012, DOGE,9.86
8545678, USDt,3.52
2090123, DASH,9.45
7678901, DAG,4.37
5101234, SFM,3.53
5101234, BTC,6.87
8656789, BTC,1.96
4878901, BTC,8.33
5212345, ETH,8.30
4212345, DOGE,3.32
2878901, LTC,3.52
6789012, LTC,7.45
6789012, ADA,1.70
9012345, SFM,9.42
7656789, DAG,9.69
1434567, BTC,3.67
3090123, BTC,1.50
1878901, DAG,8.79
7789012, ETH,1.55
6789012, LTC,0.09
1656789, DOGE,7.25
7656789, DAG,1.44
1434567, DASH,4.77
5989012, DAG,9.80
7824621, DAG,2.34
3101234, SFM,6.83
6101234, RXRP,2.39
9890123, BTC,9.84
8545678, SFM,4.53
9545678, USDt,2.48
6678901, DAG,6.63
8323456, RXRP,3.10
2989012, DAG,5.58
1545678, RXRP,7.73
3989012, RXRP,2.24
1090123, DOGE,6.13
9545678, LTC,5.78
2434567, USDt,7.05
2234567, DASH,8.94
1123456, ADA,8.97
5212345, ETH,5.37
3767890, ETH,3.46
1656789, ETH,4.13
5456789, SFM,8.00
8101234, ETH,5.14
2345678, USDt,7.57
7101234, SFM,6.79
9545678, USDt,6.92
8890123, LTC,8.99
3767890, DAG,2.17
2123456, LTC,8.56
3345678, LTC,7.93
4212345, SFM,2.27
9767890, DAG,4.21
5434567, BTC,3.96
4767890, DASH,5.17
3345678, USDt,0.84
7434567, ADA,9.06
1434567, LTC,7.08
7545678, SFM,9.28
2234567, LTC,1.07
2434567, USDt,6.72
5878901, ETH,7.29
4101234, SFM,3.93
8545678, RXRP,0.49
3234567, LTC,0.87
4878901, ADA,1.13
3878901, LTC,0.84
6090123, USDt,7.06
2434567, DASH,9.68
3989012, BTC,2.01
4767890, SFM,7.30
2234567, DAG,9.40
6434567, USDt,2.01
8901234, USDt,8.03
7678901, SFM,3.99
1656789, SFM,8.88
7101234, LTC,8.12
7545678, USDt,5.69
4878901, SFM,8.04
5821621, DASH,3.16
2090123, SFM,9.57
6323456, SFM,2.65
2878901, DASH,7.04
4767890, SFM,8.98
6989012, RXRP,3.98
7434567, DASH,7.74
9012345, ADA,3.25
6567890, DOGE,3.44
2090123, BTC,5.74
4090123, DOGE,5.77
5456789, USDt,4.37
1656789, DAG,8.69
6989012, USDt,5.10
7323456, SFM,8.32
4878901, RXRP,0.98
8101234, ETH,3.77
3234567, DOGE,8.85
7101234, DOGE,3.94
5090123, ETH,6.04
2090123, BTC,2.38
3989012, LTC,5.14
1012345, DOGE,8.10
2545678, DASH,7.07
7890123, DASH,9.52
1123456, ETH,0.86
6212345, SFM,5.31
9012345, ADA,4.10
7212345, DAG,1.56
8434567, ADA,2.58
5323456, LTC,7.89
5456789, BTC,3.35
1012345, ADA,2.62
2545678, ADA,0.34
5090123, DASH,4.91
7323456, ADA,8.87
8323456, DOGE,4.65
7890123, SFM,9.16
6212345, DAG,7.23
6678901, ETH,8.26
4567890, LTC,2.96
5989012, LTC,3.51
4567890, RXRP,7.83
5323456, DOGE,6.43
5101234, DASH,1.79
9212345, USDt,0.23
2101234, BTC,5.54
2878901, DOGE,3.01
1989012, ETH,0.88
8901234, ETH,1.73
8767890, RXRP,9.13
7323456, USDt,9.36
3101234, SFM,9.53
1983202, SFM,9.90
6434567, ETH,3.71
2101234, RXRP,4.54
2878901, ADA,9.80
2090123, DASH,7.87
5878901, USDt,8.12
7323456, BTC,7.99
1012345, RXRP,8.03
4567890, RXRP,0.07
5212345, DOGE,8.05
3090123, DOGE,4.24
7545678, RXRP,2.74
7678901, RXRP,2.16
5434567, DASH,0.33
7434567, ETH,5.00
4212345, BTC,6.44
3767890, ETH,7.95
3234567, DOGE,5.19
2234567, DAG,9.24
2234567, ADA,1.17
9656789, BTC,8.07
5212345, ETH,4.82
8212345, LTC,3.98
6212345, ETH,9.51
3656789, DOGE,8.25
2434567, DOGE,6.40
5101234, ADA,0.89
1234567, USDt,4.49
3212345, DASH,4.71
1123456, BTC,7.36
9323456, DOGE,3.35
5101234, BTC,9.05
6323456, USDt,5.82
5212345, USDt,7.80
2545678, ETH,4.76
8789012, DAG,7.35
4567890, RXRP,0.54
